//
// x0 values  from MATLAB
//
@00000000 111101011110_1001
@00001514 000010000101_1010
@00001515 111111010010_0100
@00001516 001001010101_0101
@00001517 111111111011_1001
@00001518 111111111111_1000
@00001519 000101100010_0010
@0000151a 000101011111_0000
@0000151b 111110100101_0110
@0000151c 000100101101_0010
@0000151d 111011100001_1110
@0000151e 111110010001_0100
@0000151f 000001001100_0110
@00001520 110111011111_1101
@00001521 111011100010_0111
@00001522 110110000000_1110
@00001523 001010110001_0101
@00001524 111110110101_1110
@00001525 000110110011_1000
@00001526 001011111100_1001
@00001527 000000000000_0010
@00001528 111111111101_0110
@00001529 001010000110_0011
@0000152a 000011010010_1111
@0000152b 111111101001_0000
@0000152c 000000001000_0000
@0000152d 111011100111_0000
@0000152e 000010100110_1001
@0000152f 000011011111_0011
@00001530 000000001000_0000
@00001531 000000001000_0000
@00001532 000011011011_0010
@00001533 000001110110_1110
@00001534 000010111011_1110
@00001535 000000010001_1100
@00001536 000001110011_0000
@00001537 000011101011_0011
@00001538 000000001000_0000
@00001539 000100100010_1101
@0000153a 111000000000_0110
@0000153b 001010000010_0111
@0000153c 000000000111_0010
@0000153d 111111111000_0000
@0000153e 001111011000_0010
@0000153f 111110000010_1101
@00001540 010001110100_0100
@00001541 110101110001_0110
@00001542 001001010100_1011
@00001543 111111000011_0000
@00001544 111100110000_0000
@00001545 111111111000_0000
@00001546 001111000000_0001
@00001547 000111000010_0001
@00001548 111111111000_0000
@00001549 111110110010_1011
@0000154a 111010111100_1001
@0000154b 000110111011_1001
@0000154c 000000110101_0111
@0000154d 000000001000_0000
@0000154e 000000111000_1010
@0000154f 000000110101_0110
@00001550 000111101010_1000
@00001551 000000001000_0001
@00001552 000000110001_0011
@00001553 001010111111_1011
@00001554 001110111000_0000
@00001555 101100101010_0111
@00001556 111111111110_1110
@00001557 111111001111_1000
@00001558 110111100111_1001
@00001559 111110110010_0111
@0000155a 110100000001_1001
@0000155b 101100110101_1100
@0000155c 111111111000_0000
@0000155d 111101101101_0010
@0000155e 111011111011_1101
@0000155f 000011100111_1110
@00001560 001011000111_0110
@00001561 111001110110_1111
@00001562 000110100111_0110
@00001563 000000001000_0000
@00001564 101110100100_0010
@00001565 001010001001_1110
@00001566 111011011110_0110
@00001567 111101001101_1110
@00001568 000000001000_0000
@00001569 000000101101_0110
@0000156a 111011110111_0111
@0000156b 110101010111_1101
@0000156c 111111111110_0110
@0000156d 000100010010_1000
@0000156e 110000001101_0001
@0000156f 111110111000_0100
@00001570 000111001111_1110
@00001571 000000001000_0000
@00001572 000000001000_0000
@00001573 000000001000_0000
@00001574 111111110000_0111
@00001575 000000000000_0110
@00001576 111010000110_0110
@00001577 110100010001_0100
@00001578 111111111000_0000
@00001579 111111111000_0000
@0000157a 111111111000_0000
@0000157b 110111111011_1100
@0000157c 000010011101_1110
@0000157d 000000001000_0000
@0000157e 110001010100_0100
@0000157f 101110111010_0111
@00001580 111111111000_0000
@00001581 000000001000_0000
@00001582 111111111000_0000
@00001583 111111111000_0000
@00001584 000001111100_1000
@00001585 001110100101_1101
@00001586 000000000001_0001
@00001587 000000001000_0000
@00001588 111111000111_0011
@00001589 001101011011_1111
@0000158a 000101001010_0111
@0000158b 111110000111_0101
@0000158c 000010101101_1111
@0000158d 111110001110_1100
@0000158e 111011010100_1100
@0000158f 000000001000_0000
@00001590 111110111101_0011
@00001591 111000010011_0101
@00001592 110111011111_1110
@00001593 111100000001_0101
@00001594 000000000100_0101
@00001595 000100010011_0011
@00001596 111111111000_0000
@00001597 000011100100_0111
@00001598 111111111000_0000
@00001599 110100010101_0100
@0000159a 111010001110_0100
@0000159b 111111111000_0000
@0000159c 010101101000_1110
@0000159d 000100111100_1110
@0000159e 000000001000_0000
@0000159f 111111111101_0001
@000015a0 000110111110_1010
@000015a1 110110001111_0100
@000015a2 101011001111_0011
@000015a3 111111001110_0111
@000015a4 111010110101_1101
@000015a5 111111111000_0000
@000015a6 111111111000_0000
@000015a7 111001101101_1111
@000015a8 111011111001_0011
@000015a9 111110011100_1110
@000015aa 111111100010_0000
@000015ab 001100010010_0011
@000015ac 010110000111_0111
@000015ad 000000001000_0000
@000015ae 000000001000_0000
@000015af 000011101100_1111
@000015b0 000101011001_0011
@000015b1 000001111110_1111
@000015b2 111111111000_0000
@000015b3 010110001011_0101
@000015b4 110111011011_1011
@000015b5 111111111000_0000
@000015b6 110110110000_0111
@000015b7 000010111101_0010
@000015b8 101110100001_0101
@000015b9 000010000111_1111
@000015ba 000011010011_1110
@000015bb 111111111000_0000
@000015bc 000000000001_1000
@000015bd 111110000100_0111
@000015be 000000001111_1001
@000015bf 111111111000_0000
@000015c0 110010000100_1010
@000015c1 001101011000_1010
@000015c2 000101111010_1101
@000015c3 111111111000_0000
@000015c4 111111011111_1011
@000015c5 001000110011_1111
@000015c6 111111000011_0100
@000015c7 111111110110_0011
@000015c8 111111111000_0000
@000015c9 111111111000_0000
@000015ca 000000001000_0000
@000015cb 111100010101_1011
@000015cc 110100100100_0101
@000015cd 111111111101_0010
@000015ce 111100110110_0010
@000015cf 111110000000_1011
@000015d0 000000001000_0000
@000015d1 111011100010_0101
@000015d2 000000001000_0000
@000015d3 000100001111_0110
@000015d4 111000110101_1010
@000015d5 110001010000_0101
@000015d6 111110010000_0110
@000015d7 000000001000_0000
@000015d8 111101000011_0010
@000015d9 001010011100_1011
@000015da 111000101100_0000
@000015db 111111011001_1110
@000015dc 111111111000_0000
@000015dd 000000001000_0000
@000015de 111010010100_1011
@000015df 000000001000_0000
@000015e0 000001001010_0010
@000015e1 111111111000_0000
@000015e2 111111111000_0000
@000015e3 000000001000_0000
@000015e4 111111111000_0000
@000015e5 110001101100_1000
@000015e6 110001001011_1110
@000015e7 111101000111_0111
@000015e8 001010111001_1110
@000015e9 111010101010_1001
@000015ea 001110010100_0010
@000015eb 111111111000_0000
@000015ec 101100111011_0011
@000015ed 000000001000_0000
@000015ee 111111111000_0000
@000015ef 000111101000_1111
@000015f0 110010100011_0110
@000015f1 110000010001_0100
@000015f2 111011001111_0101
@000015f3 111010110010_0110
@000015f4 111111001000_1110
@000015f5 000010001010_0011
@000015f6 111101000110_1000
@000015f7 110111111010_0010
@000015f8 000000001011_0111
@000015f9 000011010011_0011
@000015fa 111111111000_0000
@000015fb 111111111000_0000
@000015fc 111111111000_0000
@000015fd 010101001100_1111
@000015fe 110000010100_1001
@000015ff 111011111001_1011
@00001600 111110110010_1111
@00001601 111110111001_0010
@00001602 111111111000_0000
@00001603 000110010111_0011
@00001604 000000001000_0000
@00001605 110110110110_1011
@00001606 000111110111_1001
@00001607 000000001010_0100
@00001608 000101010011_0010
@00001609 000101001101_0010
@0000160a 111111111000_0000
@0000160b 110101101011_1010
@0000160c 000000001001_1110
@0000160d 000000001000_0000
@0000160e 111111111000_0000
@0000160f 111001001011_1110
@00001610 111010011000_1101
@00001611 010010110101_1101
@00001612 111101101011_0111
@00001613 111011001111_0101
@00001614 000000001000_0000
@00001615 011000000010_1010
@00001616 000101101001_1011
@00001617 111111111000_0000
@00001618 111000010010_1111
@00001619 101110111111_1111
@0000161a 000000001000_0000
@0000161b 000000001000_0000
@0000161c 111111101110_0000
@0000161d 111111111000_0000
@0000161e 111000110001_0011
@0000161f 111111111000_0000
@00001620 000011100011_0111
@00001621 001100000110_0000
@00001622 001001000011_1000
@00001623 000001100000_1101
@00001624 110111111011_0100
@00001625 101100001011_1011
@00001626 111110100111_1111
@00001627 000000001000_0000
@00001628 111001110011_0001
@00001629 111111111000_0000
@0000162a 000000001000_0000
@0000162b 111111101101_0000
@0000162c 111100010101_1001
@0000162d 000001011101_1010
@0000162e 000100010000_0000
@0000162f 000100101011_1100
@00001630 001010100110_1100
@00001631 000101100101_1101
@00001632 111111111000_0000
@00001633 010111101011_0001
@00001634 010010100011_1010
@00001635 111011011001_1100
@00001636 111111100001_1100
@00001637 000000000011_1100
@00001638 000111111000_1010
@00001639 000111011101_0100
@0000163a 111111111000_0000
@0000163b 111100001010_0111
@0000163c 111111110100_1001
@0000163d 111100100111_1110
@0000163e 000000001000_0000
@0000163f 101100000001_1001
@00001640 111000001100_1001
@00001641 110101100101_0110
@00001642 111011010000_0101
@00001643 000001011010_1101
@00001644 000001111101_1101
@00001645 111111111111_1010
@00001646 101100010010_1000
@00001647 000000001001_0001
@00001648 111111111111_1011
@00001649 111111110100_0001
@0000164a 000000001000_0000
@0000164b 000000001010_1000
@0000164c 001010100101_0111
@0000164d 010010101100_0101
@0000164e 000110000001_1100
@0000164f 000001100111_0101
@00001650 110101101110_0100
@00001651 111111111000_0000
@00001652 110011101101_1111
@00001653 000000001000_0000
@00001654 000000011011_0001
@00001655 101100110111_0011
@00001656 111101110000_1110
@00001657 111111111000_0000
@00001658 001011001001_0111
@00001659 111000101001_1000
@0000165a 111101000011_1010
@0000165b 111111111000_0000
@0000165c 111111111011_0010
@0000165d 111001011011_0001
@0000165e 001011000010_0011
@0000165f 010100011110_0110
@00001660 111110011011_0100
@00001661 110110111111_0110
@00001662 000011000110_0111
@00001663 001011101111_1010
@00001664 001101111110_1101
@00001665 111100001001_0110
@00001666 000100111010_1100
@00001667 000111000110_0100
@00001668 110110110110_0111
@00001669 111111111000_0000
@0000166a 111010111101_0110
@0000166b 110010101110_1011
@0000166c 000000001000_0000
@0000166d 110001001011_1111
@0000166e 111110011010_0100
@0000166f 000110011001_1000
@00001670 111011101101_1000
@00001671 111001001100_1110
@00001672 111100011111_0011
@00001673 111111111000_0000
@00001674 111111111000_0000
@00001675 110100100011_1001
@00001676 111111111000_0000
@00001677 111111111000_0000
@00001678 000111010000_0000
@00001679 111110011000_1000
@0000167a 111001001100_0001
@0000167b 111111111110_0011
@0000167c 111111111000_0000
@0000167d 101011101110_0101
@0000167e 111111111000_0000
@0000167f 110101100000_0110
@00001680 110111010101_0011
@00001681 001010111010_1001
@00001682 000000111110_0110
@00001683 000010110100_0011
@00001684 000011000000_1010
@00001685 000000000111_1001
@00001686 000100000111_0101
@00001687 111111111000_0000
@00001688 111100101110_0101
@00001689 111111111000_0000
@0000168a 111101001001_1001
@0000168b 111110001001_1110
@0000168c 000001101101_0000
@0000168d 010011100011_0101
@0000168e 000000001110_0111
@0000168f 111000010100_0011
@00001690 111110111101_0100
@00001691 000000001000_0000
@00001692 000000001000_0000
@00001693 111100011000_1001
@00001694 001011000101_0101
@00001695 000000001000_0000
@00001696 111111111000_0000
@00001697 101101110000_1011
@00001698 000000001000_0000
@00001699 110100101001_1000
@0000169a 010110110001_0000
@0000169b 000101111001_1010
@0000169c 000000001000_0000
@0000169d 111110101011_1001
@0000169e 111111000100_0100
@0000169f 111111111000_0000
@000016a0 000000000100_1011
@000016a1 111111111000_0001
@000016a2 001110111111_0000
@000016a3 000000010000_1100
@000016a4 000011111000_1110
@000016a5 111111111111_1101
@000016a6 001001011110_0100
@000016a7 111111111000_0000
@000016a8 101100100110_1000
@000016a9 111101001100_1100
@000016aa 110111000100_1100
@000016ab 000001101011_1111
@000016ac 110000001010_0111
@000016ad 111110101111_1100
@000016ae 000000101101_0110
@000016af 001101111110_1010
@000016b0 111101100010_1011
@000016b1 111111111000_0000
@000016b2 010100100100_0111
@000016b3 111000111111_1010
@000016b4 111110111100_1001
@000016b5 110100011010_1111
@000016b6 000011101011_1000
@000016b7 000001000110_1000
@000016b8 111111111000_0000
@000016b9 111100010110_0011
@000016ba 111010101001_1010
@000016bb 111111111000_0000
@000016bc 000010001000_1000
@000016bd 110001110110_1110
@000016be 111011010101_0110
@000016bf 111111111000_0000
@000016c0 111111110010_1101
@000016c1 000001001101_0101
@000016c2 000000000101_0110
@000016c3 110111111110_1000
@000016c4 111111111000_0000
@000016c5 110010011110_1110
@000016c6 111111111000_0000
@000016c7 001010000011_1110
@000016c8 111111111000_0000
@000016c9 001000111110_0100
@000016ca 110111101111_0110
@000016cb 001001111000_1101
@000016cc 111011101111_1111
@000016cd 110010011110_1100
@000016ce 111111111000_0000
@000016cf 010001101010_0001
@000016d0 000000010010_1010
@000016d1 000000001100_0110
@000016d2 111011111100_0101
@000016d3 010001000100_1101
@000016d4 000000011001_0101
@000016d5 101100110101_0010
@000016d6 111111111000_0000
@000016d7 000011010101_0000
@000016d8 000000001000_0000
@000016d9 000000001000_0000
@000016da 110101100100_0001
@000016db 111111110111_1110
@000016dc 001011110001_1010
@000016dd 000111010110_1000
@000016de 111111011010_1011
@000016df 110111100100_1111
@000016e0 000000001000_0000
@000016e1 111111111000_0000
@000016e2 110111000011_1111
@000016e3 000101111011_1110
@000016e4 111111111110_1001
@000016e5 000000001000_0000
@000016e6 111111111000_0000
@000016e7 110000011100_1011
@000016e8 000000001000_0000
@000016e9 001100011000_0001
@000016ea 111111111000_0000
@000016eb 111100000010_1001
@000016ec 000000001000_0000
@000016ed 110001010001_0100
@000016ee 111111011011_0111
@000016ef 111111001101_0100
@000016f0 111111111000_0000
@000016f1 111010001101_0010
@000016f2 111111111000_0000
@000016f3 111001011001_1001
@000016f4 111111111000_0000
@000016f5 000000001000_0000
@000016f6 111111111100_0101
@000016f7 111111111000_0000
@000016f8 001001110001_1100
@000016f9 000000001000_0000
@000016fa 001010111000_1011
@000016fb 111111101111_1000
@000016fc 000100001111_1000
@000016fd 111100101001_1010
@000016fe 111100101101_0000
@000016ff 111110011111_1100
@00001700 111111111000_0000
@00001701 110011000000_1100
@00001702 001110100000_1011
@00001703 000011101100_0111
@00001704 111111111111_1011
@00001705 111111111000_1010
@00001706 011000001111_1010
@00001707 111011000110_0101
@00001708 000000001000_0000
@00001709 000010100101_0001
@0000170a 111101110111_0001
@0000170b 111111010110_1001
@0000170c 111111111000_0000
@0000170d 000000001000_0000
@0000170e 111000011100_0010
@0000170f 110111001000_0011
@00001710 001010101000_1111
@00001711 111111001101_1111
@00001712 001111100110_0111
@00001713 111111111000_0000
@00001714 111111111010_0110
@00001715 001001010101_1110
@00001716 111110001100_1010
@00001717 001001101001_0000
@00001718 000000001000_0000
@00001719 110111110110_1010
@0000171a 111111111001_0101
@0000171b 111110100100_0110
@0000171c 010001010001_1000
@0000171d 000001000001_1000
@0000171e 000000001000_0000
@0000171f 111001100111_0110
@00001720 111111110011_0011
@00001721 000000001000_0000
@00001722 101010101101_1111
@00001723 111111111000_0100
@00001724 111011100101_0010
@00001725 000001001010_1100
@00001726 111001000100_1110
@00001727 000000001000_0000
@00001728 000000001000_0000
@00001729 000100001010_1111
@0000172a 000000100010_0010
@0000172b 111111111000_0000
@0000172c 110110101010_1001
@0000172d 000000001000_0000
@0000172e 101000000111_1000
@0000172f 110010010111_1000
@00001730 111111111000_0000
@00001731 000000001000_0000
@00001732 111111111111_1011
@00001733 110000000100_1000
@00001734 111111111000_0000
@00001735 010010001111_1001
@00001736 111001101000_1101
@00001737 001000111101_0000
@00001738 010101011101_0101
@00001739 000011110011_1001
@0000173a 010100000101_0011
@0000173b 111111111000_0000
@0000173c 000001000101_1001
@0000173d 000001011010_1110
@0000173e 111001101000_0000
@0000173f 111101010001_0111
@00001740 000111111010_0111
@00001741 110100010100_0111
@00001742 111111010000_1111
@00001743 000111111101_0101
@00001744 111100110110_0011
@00001745 000101000000_1101
@00001746 001000010111_1111
@00001747 111101000000_1011
@00001748 001010100111_1110
@00001749 000000001000_0000
@0000174a 010011100001_0111
@0000174b 000101100111_0000
@0000174c 000000001000_0000
@0000174d 000000001000_0000
@0000174e 111101100000_1110
@0000174f 010010000100_1000
@00001750 111111001100_0000
@00001751 111010010111_0001
@00001752 000010011000_1100
@00001753 111001001101_1001
@00001754 000000000101_0100
@00001755 000000001000_0000
@00001756 111010001101_1001
@00001757 000010101111_0110
@00001758 000001111010_0111
@00001759 010101010111_0100
@0000175a 111101110010_1100
@0000175b 000100010010_1000
@0000175c 000000101011_1011
@0000175d 111111111000_0000
@0000175e 000100011000_0001
@0000175f 000000000010_0010
@00001760 000100001110_0111
@00001761 101001001001_1000
@00001762 111111111100_0010
@00001763 110110110101_1000
@00001764 001001100111_0110
@00001765 111011110111_0111
@00001766 111111111000_0000
@00001767 000001111010_0000
@00001768 001001000011_0000
@00001769 111011100010_0101
@0000176a 111011000000_0000
@0000176b 111111111000_0000
@0000176c 000000000000_1110
@0000176d 111000001011_1000
@0000176e 000100010010_1001
@0000176f 000000111000_0001
@00001770 000010001111_1110
@00001771 000110001001_1100
@00001772 111111111000_0000
@00001773 110110001110_1110
@00001774 111111111000_0000
@00001775 111111111000_0000
@00001776 110110001000_0110
@00001777 001100001110_0000
@00001778 000010111111_0000
@00001779 111111111000_0000
@0000177a 111111111000_0000
@0000177b 010000011100_0001
@0000177c 111111111000_0000
@0000177d 001100000000_0000
@0000177e 000000001000_0000
@0000177f 000101000000_1101
@00001780 110001010100_0001
@00001781 110010001000_0011
@00001782 111101110111_0000
@00001783 000010111000_0101
@00001784 000001001000_1011
@00001785 111111111000_0000
@00001786 111111101111_0111
@00001787 000000011101_1100
@00001788 000000001000_0000
@00001789 000000000010_0000
@0000178a 000110100111_0011
@0000178b 111111111000_0000
@0000178c 001001000101_0101
@0000178d 000000010011_0101
@0000178e 000000001000_0000
@0000178f 000001100100_0011
@00001790 111101101101_0000
@00001791 000000001000_0000
@00001792 111111111000_0000
@00001793 000000001000_0000
@00001794 111111011000_0110
@00001795 000110100100_1011
@00001796 000000101011_0011
@00001797 111111111000_0000
@00001798 111111011001_0101
@00001799 000000001000_0000
@0000179a 111111111000_0000
@0000179b 000000001011_0100
@0000179c 000100101001_1100
@0000179d 111011001101_1101
@0000179e 000000000000_1011
@0000179f 001000110011_1111
@000017a0 101100001101_0101
@000017a1 001101010111_0110
@000017a2 000000001000_0000
@000017a3 111111010010_0111
@000017a4 111111110110_1000
@000017a5 000000001000_0000
@000017a6 111101000011_0010
@000017a7 110010001001_1001
@000017a8 111111111000_0000
@000017a9 111011000010_1101
@000017aa 111101101101_1011
@000017ab 001111001010_0001
@000017ac 111110101000_0101
@000017ad 000010111010_1001
@000017ae 111111111001_1001
@000017af 111001110100_1000
@000017b0 000000111001_0001
@000017b1 111111101001_0110
@000017b2 111111111000_0000
@000017b3 000111101000_1110
@000017b4 111001101001_0111
@000017b5 110011110110_1010
@000017b6 001101100010_0110
@000017b7 111010100011_0001
@000017b8 101101000000_1001
@000017b9 110100101100_0010
@000017ba 111100111111_0010
@000017bb 000000001001_1010
@000017bc 111111111111_1001
@000017bd 111111111000_0000
@000017be 111101001101_1110
@000017bf 111110100101_1001
@000017c0 111110001001_1101
@000017c1 110000100010_1010
@000017c2 110111011011_0000
@000017c3 110011011100_1001
@000017c4 111111011110_0111
@000017c5 000100010100_0000
@000017c6 001100001111_1101
@000017c7 111111111000_0000
@000017c8 010001100011_1100
@000017c9 111110111100_1001
@000017ca 111111111000_0000
@000017cb 000000001000_0000
@000017cc 111111101101_0010
@000017cd 111111111000_0000
@000017ce 000110110000_0001
@000017cf 111101001101_1000
@000017d0 110100000010_1011
@000017d1 010000011000_1101
@000017d2 000101110111_0010
@000017d3 000111010001_1001
@000017d4 111111111000_0000
@000017d5 111101111110_1010
@000017d6 111111111000_0000
@000017d7 111111111010_1100
@000017d8 110111101000_1100
@000017d9 100111110110_0001
@000017da 000110100001_1101
@000017db 111111111110_1101
@000017dc 000110110010_0001
@000017dd 000001101001_1001
@000017de 111111111000_0000
@000017df 000110110010_1011
@000017e0 000100011100_0011
@000017e1 111101100111_1000
@000017e2 001101000111_1011
@000017e3 000101110111_0010
@000017e4 111010111000_0000
@000017e5 111111111110_1001
@000017e6 000000001000_0000
@000017e7 000000001000_0000
@000017e8 000000001000_0000
@000017e9 000000001000_0000
@000017ea 111110100010_0000
@000017eb 111111111000_0000
@000017ec 111001011011_0000
@000017ed 110001111100_1110
@000017ee 111111100101_0101
@000017ef 111111111000_0000
@000017f0 111101111100_0001
@000017f1 111010011111_0000
@000017f2 000000001000_0000
@000017f3 111111111000_0000
@000017f4 111111111000_0000
@000017f5 000000001000_0000
@000017f6 111111001010_0011
@000017f7 111111111000_0000
@000017f8 110110010101_1001
@000017f9 111111111000_0000
@000017fa 000000100010_1011
@000017fb 111111111000_0000
@000017fc 001000100001_0101
@000017fd 000001101011_0010
@000017fe 111011111000_1111
@000017ff 000000001000_0000
@00001800 000101101011_1001
@00001801 000000000010_1010
@00001802 111101001011_1011
@00001803 000010111010_1001
@00001804 000000001000_0000
@00001805 111010100000_1111
@00001806 111111111000_0000
@00001807 000000010001_1000
@00001808 110101111100_1100
@00001809 111111111000_0000
@0000180a 000000001000_0000
@0000180b 111111111000_0000
@0000180c 000101011111_0110
@0000180d 111111100100_0011
@0000180e 000011101100_1111
@0000180f 001001010001_1111
@00001810 111111111000_0000
@00001811 001111100010_1111
@00001812 010101100010_0011
@00001813 000101111011_1111
@00001814 000000001000_0000
@00001815 110011101100_1100
@00001816 000000001000_0000
@00001817 111111011010_1010
@00001818 001110110011_1000
@00001819 101101111100_1100
@0000181a 000000001000_0000
@0000181b 000001100000_0111
@0000181c 001011101010_0011
@0000181d 111111111000_0110
@0000181e 010100001001_0010
@0000181f 000000001000_0000
@00001820 000111111000_1000
@00001821 111000001000_1011
@00001822 111100010110_0010
@00001823 000111001101_0010
@00001824 111111011000_0011
@00001825 001010001101_0010
@00001826 110100101101_0111
@00001827 000001111101_0000
@00001828 111000111111_1010
@00001829 001111010111_0110
@0000182a 010010101100_0011
@0000182b 111111111101_1000
@0000182c 111111000101_1100
@0000182d 000110011101_0010
@0000182e 000000001000_0000
@0000182f 000001110111_0011
@00001830 000000001000_0000
@00001831 111111111000_0000
@00001832 001010100000_1101
@00001833 111010001001_1101
@00001834 000000100101_1110
@00001835 010011000010_1100
@00001836 111111111000_0000
@00001837 001001001101_1001
@00001838 000010010110_0101
@00001839 000011000011_1001
@0000183a 110001111110_1100
@0000183b 111100101011_0000
@0000183c 000000001000_0000
@0000183d 111010100000_0110
@0000183e 111110000011_1100
@0000183f 000010010011_0010
@00001840 111010111111_1111
@00001841 000101110010_0100
@00001842 000000001011_0110
@00001843 001000001100_0000
@00001844 111111111010_0000
@00001845 111111111000_0000
@00001846 010011001010_0100
@00001847 111101011001_1000
@00001848 111000110101_1000
@00001849 000000001000_0000
@0000184a 110111100011_1101
@0000184b 111111000100_0101
@0000184c 111010011001_0101
@0000184d 001011011111_1010
@0000184e 110110100110_0101
@0000184f 001001010001_0100
@00001850 000000010100_0100
@00001851 000000001000_0000
@00001852 000000001000_0000
@00001853 110111111000_0101
@00001854 101100100000_0010
@00001855 111001110100_0100
@00001856 000000110100_0101
@00001857 001010100101_0000
@00001858 111111011000_0000
@00001859 000000001000_0000
@0000185a 001000100011_0110
@0000185b 000000100111_0011
@0000185c 111111111000_0000
@0000185d 111111111011_1001
@0000185e 000000110011_0111
@0000185f 000000001000_1000
@00001860 110000000101_0001
@00001861 110011110100_0110
@00001862 000011000001_1110
@00001863 000000001000_0000
@00001864 000001000000_1100
@00001865 111111110001_0010
@00001866 000000001000_0000
@00001867 000000001000_0000
@00001868 111111000100_0101
@00001869 111111011010_0100
@0000186a 000111100011_0111
@0000186b 110011110011_1101
@0000186c 101111010001_0110
@0000186d 001110000100_0010
@0000186e 111111111111_1011
@0000186f 111100011000_1101
@00001870 110011000000_1110
@00001871 001011101000_1001
@00001872 000011000010_0101
@00001873 111111010010_0000
@00001874 001101000100_0010
@00001875 110011000011_1110
@00001876 111111111000_0000
@00001877 111101000000_1011
@00001878 111001100001_0110
@00001879 110000100111_1110
@0000187a 101101101000_0100
@0000187b 000010011011_0010
@0000187c 110000100111_1001
@0000187d 010001110111_1011
@0000187e 111010101110_0110
@0000187f 000001111000_1001
@00001880 000011011010_1100
@00001881 000000001000_0000
@00001882 000001001001_1101
@00001883 000000001000_0000
@00001884 010001011010_1000
@00001885 000010010110_0000
@00001886 111010000101_1000
@00001887 110011100110_1001
@00001888 001011001101_0011
@00001889 111101010100_0001
@0000188a 111111111000_0000
@0000188b 000001011000_1101
@0000188c 000100000011_0001
@0000188d 000000001000_0000
@0000188e 000000001000_0000
@0000188f 110000010100_0001
@00001890 000000000110_1100
@00001891 111111111000_0000
@00001892 000000001101_0000
@00001893 000110001001_1111
@00001894 000000111001_0111
@00001895 111000110000_1101
@00001896 000111111111_1011
@00001897 111001010001_1011
@00001898 111111111000_0000
@00001899 000011000001_1100
@0000189a 000000001000_0000
@0000189b 110100111001_0111
@0000189c 111011011010_1101
@0000189d 000100000100_1000
@0000189e 000000100010_0001
@0000189f 111011101010_0000
@000018a0 111111001101_0111
@000018a1 110111101010_0000
@000018a2 000000001000_0000
@000018a3 111111111000_0000
@000018a4 111111111100_1011
@000018a5 000000001000_0000
@000018a6 000000101111_0000
@000018a7 111101111001_0111
@000018a8 111100011111_1111
@000018a9 001010001111_0000
@000018aa 111111111000_0000
@000018ab 000000000110_1100
@000018ac 000000001000_0000
@000018ad 001000100001_1101
@000018ae 111111111000_0000
@000018af 110111010101_1000
@000018b0 110101100100_0001
@000018b1 110111111111_1011
@000018b2 111111111011_0001
@000018b3 101100010110_0111
@000018b4 110111100110_0001
@000018b5 000000001000_1010
@000018b6 111110000111_1110
@000018b7 000011001101_1000
@000018b8 001000100110_0110
@000018b9 111011011101_0100
@000018ba 111100110001_1110
@000018bb 000110101010_1010
@000018bc 111111111001_0010
@000018bd 111101001010_1001
@000018be 000110111001_1001
@000018bf 111110000101_0011
@000018c0 000010010001_0001
@000018c1 001100001001_0000
@000018c2 000000001000_0000
@000018c3 110001000101_1101
@000018c4 111011101101_1000
@000018c5 101110010110_0101
@000018c6 111000000100_1011
@000018c7 000000001000_0000
@000018c8 000000000011_1111
@000018c9 110100111010_1011
@000018ca 111111111000_0000
@000018cb 110011111010_1001
@000018cc 111111110111_1111
@000018cd 000010001010_1110
@000018ce 000000001000_0000
@000018cf 000000001000_0000
@000018d0 001100001111_1000
@000018d1 001010111101_1101
@000018d2 110001111011_1101
@000018d3 111110011111_1101
@000018d4 000100100011_0001
@000018d5 111011101001_0001
@000018d6 000000001000_0000
@000018d7 111000011101_1011
@000018d8 000101000000_0111
@000018d9 000011111000_1011
@000018da 111111111000_0000
@000018db 110100111011_0010
@000018dc 000011000001_1010
@000018dd 000000001000_0000
@000018de 000011011000_1001
@000018df 111001101001_1101
@000018e0 111111010111_0010
@000018e1 111111111010_1000
@000018e2 111111111000_0000
@000018e3 111110001010_0101
@000018e4 111000101110_0011
@000018e5 111111111100_0110
@000018e6 000000001000_0000
@000018e7 111111111000_0000
@000018e8 000100100111_0001
@000018e9 001001111100_0110
@000018ea 111111111000_0000
@000018eb 001100011010_0101
@000018ec 111111111000_0000
@000018ed 000000001000_0000
@000018ee 000000001000_0000
@000018ef 000100010110_1011
@000018f0 111101001111_0011
@000018f1 000000001000_0000
@000018f2 000000010001_1101
@000018f3 000000100100_0110
@000018f4 000110010111_1010
@000018f5 000000001000_0000
@000018f6 111111111010_0101
@000018f7 000000001111_1010
@000018f8 000101011100_1100
@000018f9 111111111000_0000
@000018fa 111111111000_0000
@000018fb 111001100101_1111
@000018fc 111011000001_0100
@000018fd 111011111001_0100
@000018fe 111011101010_0000
@000018ff 000000001000_0000
@00001900 110101100011_1010
@00001901 111111111000_0000
@00001902 101100100010_1110
@00001903 000101101010_1101
@00001904 000100110011_1111
@00001905 111111111000_0000
@00001906 000100010010_0111
@00001907 000000001000_0000
@00001908 101101000100_1101
@00001909 110100110110_1100
@0000190a 000011101001_0001
@0000190b 111111111000_0000
@0000190c 001000010010_0000
@0000190d 000000101100_0010
@0000190e 111010110101_0011
@0000190f 000000001110_1110
@00001910 111111111000_0000
@00001911 111111111000_0000
@00001912 111101001110_1110
@00001913 000000001000_0000
@00001914 110010100100_1010
@00001915 111111111000_0000
@00001916 111111011110_0110
@00001917 111111111000_0000
